id_row,SEXE,ANNEE,CLASSE_AGE,CODE_CIM10,libelle_CIM10,label,indicateur,rang,frequence,age_median,nb_cas,asr
2621,Femme,2011,50-74,C61,Tumeur maligne de la prostate,Prostate,Incidence,22,0.0,,0,0.0
5049,Homme,2009,25-49,C61,Tumeur maligne de la prostate,Prostate,Mortalité,15,0.0,,0,0.0
1154,Femme,2016,00-24,C61,Tumeur maligne de la prostate,Prostate,Incidence,16,0.0,,0,0.0
6370,Femme,2012,75+,C61,Tumeur maligne de la prostate,Prostate,Mortalité,20,0.0,,0,0.0
5070,Homme,2020,25-49,C61,Tumeur maligne de la prostate,Prostate,Mortalité,15,0.0,,0,0.0
6374,Femme,2016,75+,C61,Tumeur maligne de la prostate,Prostate,Mortalité,18,0.0,,0,0.0
1912,Femme,2014,25-49,C61,Tumeur maligne de la prostate,Prostate,Incidence,20,0.0,,0,0.0
2630,Femme,2020,50-74,C61,Tumeur maligne de la prostate,Prostate,Incidence,22,0.0,,0,0.0
4564,Femme,2013,00-24,C61,Tumeur maligne de la prostate,Prostate,Mortalité,15,,,0,0.0
5060,Femme,2014,25-49,C61,Tumeur maligne de la prostate,Prostate,Mortalité,16,0.0,,0,0.0
6379,Femme,2021,75+,C61,Tumeur maligne de la prostate,Prostate,Mortalité,19,0.0,,0,0.0
3255,Femme,2010,75+,C61,Tumeur maligne de la prostate,Prostate,Incidence,21,0.0,,0,0.0
6377,Femme,2019,75+,C61,Tumeur maligne de la prostate,Prostate,Mortalité,19,0.0,,0,0.0
2620,Femme,2010,50-74,C61,Tumeur maligne de la prostate,Prostate,Incidence,21,0.0,,0,0.0
629,Femme,2013,Tous ages,C61,Tumeur maligne de la prostate,Prostate,Incidence,22,0.0,,0,0.0
4338,Homme,2021,00-24,C61,Tumeur maligne de la prostate,Prostate,Mortalité,15,0.0,,0,0.0
4328,Homme,2015,00-24,C61,Tumeur maligne de la prostate,Prostate,Mortalité,16,0.0,,0,0.0
3258,Femme,2013,75+,C61,Tumeur maligne de la prostate,Prostate,Incidence,21,0.0,,0,0.0
1158,Femme,2018,00-24,C61,Tumeur maligne de la prostate,Prostate,Incidence,15,0.0,,0,0.0
1157,Homme,2018,00-24,C61,Tumeur maligne de la prostate,Prostate,Incidence,17,0.0,,0,0.0
6371,Femme,2013,75+,C61,Tumeur maligne de la prostate,Prostate,Mortalité,20,0.0,,0,0.0
1150,Femme,2014,00-24,C61,Tumeur maligne de la prostate,Prostate,Incidence,18,0.0,,0,0.0
3930,Femme,2020,Tous ages,C61,Tumeur maligne de la prostate,Prostate,Mortalité,21,0.0,,0,0.0
636,Femme,2020,Tous ages,C61,Tumeur maligne de la prostate,Prostate,Incidence,22,0.0,,0,0.0
6373,Femme,2015,75+,C61,Tumeur maligne de la prostate,Prostate,Mortalité,21,0.0,,0,0.0
3257,Femme,2012,75+,C61,Tumeur maligne de la prostate,Prostate,Incidence,19,0.0,,0,0.0
632,Femme,2016,Tous ages,C61,Tumeur maligne de la prostate,Prostate,Incidence,22,0.0,,0,0.0
1155,Homme,2017,00-24,C61,Tumeur maligne de la prostate,Prostate,Incidence,17,0.0,,0,0.0
3929,Femme,2019,Tous ages,C61,Tumeur maligne de la prostate,Prostate,Mortalité,22,0.0,,0,0.0
4321,Homme,2010,00-24,C61,Tumeur maligne de la prostate,Prostate,Mortalité,15,0.0,,0,0.0
4332,Femme,2017,00-24,C61,Tumeur maligne de la prostate,Prostate,Mortalité,15,0.0,,0,0.0
5065,Femme,2017,25-49,C61,Tumeur maligne de la prostate,Prostate,Mortalité,17,0.0,,0,0.0
1138,Homme,2008,00-24,C61,Tumeur maligne de la prostate,Prostate,Incidence,17,0.0,,0,0.0
1156,Femme,2017,00-24,C61,Tumeur maligne de la prostate,Prostate,Incidence,16,0.0,,0,0.0
3919,Femme,2009,Tous ages,C61,Tumeur maligne de la prostate,Prostate,Mortalité,22,0.0,,0,0.0
1911,Femme,2013,25-49,C61,Tumeur maligne de la prostate,Prostate,Incidence,19,0.0,,0,0.0
1146,Homme,2012,00-24,C61,Tumeur maligne de la prostate,Prostate,Incidence,17,0.0,,0,0.0
1914,Femme,2016,25-49,C61,Tumeur maligne de la prostate,Prostate,Incidence,19,0.0,,0,0.0
5768,Femme,2019,50-74,C61,Tumeur maligne de la prostate,Prostate,Mortalité,20,0.0,,0,0.0
1147,Femme,2012,00-24,C61,Tumeur maligne de la prostate,Prostate,Incidence,16,0.0,,0,0.0
5765,Femme,2016,50-74,C61,Tumeur maligne de la prostate,Prostate,Mortalité,20,0.0,,0,0.0
3254,Femme,2009,75+,C61,Tumeur maligne de la prostate,Prostate,Incidence,20,0.0,,0,0.0
2623,Femme,2013,50-74,C61,Tumeur maligne de la prostate,Prostate,Incidence,22,0.0,,0,0.0
4320,Femme,2009,00-24,C61,Tumeur maligne de la prostate,Prostate,Mortalité,16,0.0,,0,0.0
1151,Homme,2015,00-24,C61,Tumeur maligne de la prostate,Prostate,Incidence,17,0.0,,0,0.0
3263,Femme,2018,75+,C61,Tumeur maligne de la prostate,Prostate,Incidence,21,0.0,,0,0.0
6369,Femme,2011,75+,C61,Tumeur maligne de la prostate,Prostate,Mortalité,19,0.0,,0,0.0
4566,Femme,2014,00-24,C61,Tumeur maligne de la prostate,Prostate,Mortalité,15,,,0,0.0
1916,Homme,2018,25-49,C61,Tumeur maligne de la prostate,Prostate,Incidence,20,0.0,,0,0.0
630,Femme,2014,Tous ages,C61,Tumeur maligne de la prostate,Prostate,Incidence,22,0.0,,0,0.0
5069,Femme,2019,25-49,C61,Tumeur maligne de la prostate,Prostate,Mortalité,19,0.0,,0,0.0
5056,Femme,2012,25-49,C61,Tumeur maligne de la prostate,Prostate,Mortalité,17,0.0,,0,0.0
5064,Femme,2016,25-49,C61,Tumeur maligne de la prostate,Prostate,Mortalité,18,0.0,,0,0.0
634,Femme,2018,Tous ages,C61,Tumeur maligne de la prostate,Prostate,Incidence,22,0.0,,0,0.0
5066,Homme,2018,25-49,C61,Tumeur maligne de la prostate,Prostate,Mortalité,17,0.0,,0,0.0
3260,Femme,2015,75+,C61,Tumeur maligne de la prostate,Prostate,Incidence,20,0.0,,0,0.0
2655,Femme,2013,50-74,C62,Tumeur maligne du testicule,Testicule,Incidence,23,0.0,,0,0.0
3318,Femme,2017,75+,C62,Tumeur maligne du testicule,Testicule,Incidence,21,0.0,,0,0.0
2661,Femme,2016,50-74,C62,Tumeur maligne du testicule,Testicule,Incidence,23,0.0,,0,0.0
2657,Femme,2014,50-74,C62,Tumeur maligne du testicule,Testicule,Incidence,22,0.0,,0,0.0
3312,Femme,2014,75+,C62,Tumeur maligne du testicule,Testicule,Incidence,22,0.0,,0,0.0
4407,Homme,2020,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
4395,Homme,2011,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
5139,Femme,2015,25-49,C62,Tumeur maligne du testicule,Testicule,Mortalité,20,0.0,,0,0.0
5807,Homme,2016,50-74,C62,Tumeur maligne du testicule,Testicule,Mortalité,22,0.0,,0,0.0
6423,Femme,2015,75+,C62,Tumeur maligne du testicule,Testicule,Mortalité,23,0.0,,0,0.0
5132,Homme,2012,25-49,C62,Tumeur maligne du testicule,Testicule,Mortalité,20,0.0,,0,0.0
6435,Femme,2021,75+,C62,Tumeur maligne du testicule,Testicule,Mortalité,21,0.0,,0,0.0
3310,Femme,2013,75+,C62,Tumeur maligne du testicule,Testicule,Incidence,23,0.0,,0,0.0
6429,Femme,2018,75+,C62,Tumeur maligne du testicule,Testicule,Mortalité,22,0.0,,0,0.0
4392,Femme,2009,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
6424,Homme,2016,75+,C62,Tumeur maligne du testicule,Testicule,Mortalité,21,0.0,,0,0.0
5812,Femme,2018,50-74,C62,Tumeur maligne du testicule,Testicule,Mortalité,22,0.0,,0,0.0
4585,Homme,2014,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,,,0,0.0
4391,Homme,2009,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
6427,Femme,2017,75+,C62,Tumeur maligne du testicule,Testicule,Mortalité,21,0.0,,0,0.0
3956,Femme,2016,Tous ages,C62,Tumeur maligne du testicule,Testicule,Mortalité,22,0.0,,0,0.0
3324,Femme,2020,75+,C62,Tumeur maligne du testicule,Testicule,Incidence,23,0.0,,0,0.0
5797,Homme,2011,50-74,C62,Tumeur maligne du testicule,Testicule,Mortalité,22,0.0,,0,0.0
3962,Femme,2020,Tous ages,C62,Tumeur maligne du testicule,Testicule,Mortalité,22,0.0,,0,0.0
4587,Femme,2015,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,,,0,0.0
5131,Femme,2011,25-49,C62,Tumeur maligne du testicule,Testicule,Mortalité,20,0.0,,0,0.0
1235,Femme,2016,00-24,C62,Tumeur maligne du testicule,Testicule,Incidence,20,0.0,,0,0.0
5801,Homme,2013,50-74,C62,Tumeur maligne du testicule,Testicule,Mortalité,20,0.0,,0,0.0
4400,Homme,2015,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
4405,Homme,2019,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
5136,Homme,2014,25-49,C62,Tumeur maligne du testicule,Testicule,Mortalité,21,0.0,,0,0.0
3964,Femme,2021,Tous ages,C62,Tumeur maligne du testicule,Testicule,Mortalité,23,0.0,,0,0.0
4398,Femme,2012,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
5804,Femme,2014,50-74,C62,Tumeur maligne du testicule,Testicule,Mortalité,22,0.0,,0,0.0
3319,Homme,2018,75+,C62,Tumeur maligne du testicule,Testicule,Incidence,21,0.0,,0,0.0
1240,Homme,2020,00-24,C62,Tumeur maligne du testicule,Testicule,Incidence,19,0.0,,0,0.0
5129,Femme,2010,25-49,C62,Tumeur maligne du testicule,Testicule,Mortalité,20,0.0,,0,0.0
4399,Homme,2013,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
4402,Femme,2017,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
3945,Femme,2010,Tous ages,C62,Tumeur maligne du testicule,Testicule,Mortalité,23,0.0,,0,0.0
5793,Homme,2009,50-74,C62,Tumeur maligne du testicule,Testicule,Mortalité,22,0.0,,0,0.0
651,Femme,2016,Tous ages,C62,Tumeur maligne du testicule,Testicule,Incidence,23,0.0,,0,0.0
1237,Femme,2018,00-24,C62,Tumeur maligne du testicule,Testicule,Incidence,19,0.0,,0,0.0
2666,Femme,2020,50-74,C62,Tumeur maligne du testicule,Testicule,Incidence,23,0.0,,0,0.0
1226,Femme,2010,00-24,C62,Tumeur maligne du testicule,Testicule,Incidence,20,0.0,,0,0.0
3303,Femme,2009,75+,C62,Tumeur maligne du testicule,Testicule,Incidence,23,0.0,,0,0.0
5137,Femme,2014,25-49,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
5135,Femme,2013,25-49,C62,Tumeur maligne du testicule,Testicule,Mortalité,20,0.0,,0,0.0
6418,Homme,2013,75+,C62,Tumeur maligne du testicule,Testicule,Mortalité,21,0.0,,0,0.0
3323,Homme,2020,75+,C62,Tumeur maligne du testicule,Testicule,Incidence,22,0.0,,0,0.0
2645,Femme,2008,50-74,C62,Tumeur maligne du testicule,Testicule,Incidence,23,0.0,,0,0.0
653,Femme,2018,Tous ages,C62,Tumeur maligne du testicule,Testicule,Incidence,23,0.0,,0,0.0
2658,Homme,2015,50-74,C62,Tumeur maligne du testicule,Testicule,Incidence,22,0.0,,0,0.0
4404,Femme,2018,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
6431,Femme,2019,75+,C62,Tumeur maligne du testicule,Testicule,Mortalité,22,0.0,,0,0.0
5817,Homme,2021,50-74,C62,Tumeur maligne du testicule,Testicule,Mortalité,22,0.0,,0,0.0
3957,Femme,2017,Tous ages,C62,Tumeur maligne du testicule,Testicule,Mortalité,22,0.0,,0,0.0
1950,Femme,2009,25-49,C62,Tumeur maligne du testicule,Testicule,Incidence,22,0.0,,0,0.0
645,Femme,2010,Tous ages,C62,Tumeur maligne du testicule,Testicule,Incidence,23,0.0,,0,0.0
4406,Femme,2019,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
5796,Femme,2010,50-74,C62,Tumeur maligne du testicule,Testicule,Mortalité,21,0.0,,0,0.0
4396,Femme,2011,00-24,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
5134,Homme,2013,25-49,C62,Tumeur maligne du testicule,Testicule,Mortalité,19,0.0,,0,0.0
1239,Femme,2019,00-24,C62,Tumeur maligne du testicule,Testicule,Incidence,19,0.0,,0,0.0
1236,Femme,2017,00-24,C62,Tumeur maligne du testicule,Testicule,Incidence,19,0.0,,0,0.0
5144,Femme,2018,25-49,C62,Tumeur maligne du testicule,Testicule,Mortalité,20,0.0,,0,0.0
646,Femme,2011,Tous ages,C62,Tumeur maligne du testicule,Testicule,Incidence,23,0.0,,0,0.0
4480,Femme,2012,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
5850,Homme,2013,50-74,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
5222,Homme,2015,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
1321,Homme,2010,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
1343,Homme,2021,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
4476,Femme,2010,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
1326,Femme,2012,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
1337,Homme,2018,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
5214,Femme,2010,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
2001,Femme,2008,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
6478,Femme,2018,75+,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
6474,Femme,2011,75+,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
4490,Femme,2019,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
1344,Femme,2021,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
672,Femme,2012,Tous ages,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
1333,Homme,2016,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
4607,Femme,2015,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,,,0,0.0
1335,Homme,2017,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
4482,Homme,2015,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
6477,Femme,2017,75+,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
3359,Femme,2017,75+,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
1318,Femme,2008,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
1341,Homme,2020,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
1319,Homme,2009,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
2685,Femme,2012,50-74,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
4492,Homme,2021,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
1330,Femme,2014,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
4475,Homme,2010,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
4477,Homme,2011,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
4486,Femme,2017,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
2003,Homme,2010,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
1329,Homme,2014,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
2007,Femme,2012,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
5228,Femme,2019,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
2013,Homme,2018,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Incidence,23,0.0,,0,0.0
5220,Femme,2013,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
4491,Homme,2020,00-24,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
6475,Femme,2016,75+,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
5216,Femme,2011,25-49,C67,Tumeur maligne de la vessie,Vessie-Voies urinaires,Mortalité,23,0.0,,0,0.0
5825,Femme,2020,50-74,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,22,0.0,,0,0.0
5821,Homme,2013,50-74,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,21,0.0,,0,0.0
1243,Homme,2008,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,20,0.0,,0,0.0
4593,Femme,2020,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,20,,,0,0.0
4420,Homme,2016,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,20,0.0,,0,0.0
5154,Femme,2011,25-49,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,21,0.0,,0,0.0
1244,Homme,2009,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,20,0.0,,0,0.0
5171,Homme,2021,25-49,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,20,0.0,,0,0.0
1256,Femme,2019,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,20,0.0,,0,0.0
4592,Femme,2015,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,20,,,0,0.0
5152,Femme,2010,25-49,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,21,0.0,,0,0.0
5163,Femme,2016,25-49,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,22,0.0,,0,0.0
4414,Homme,2011,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,20,0.0,,0,0.0
6438,Femme,2012,75+,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,22,0.0,,0,0.0
5168,Homme,2019,25-49,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,21,0.0,,0,0.0
3327,Homme,2009,75+,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,21,0.0,,0,0.0
6445,Femme,2020,75+,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,22,0.0,,0,0.0
1255,Homme,2019,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,20,0.0,,0,0.0
1254,Femme,2018,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,20,0.0,,0,0.0
5157,Femme,2013,25-49,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,21,0.0,,0,0.0
5161,Femme,2015,25-49,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,21,0.0,,0,0.0
5164,Homme,2017,25-49,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,20,0.0,,0,0.0
4410,Homme,2009,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,20,0.0,,0,0.0
4413,Femme,2010,00-24,C73,Tumeur maligne de la thyroïde,Thyroïde,Mortalité,20,0.0,,0,0.0
3334,Homme,2016,75+,C73,Tumeur maligne de la thyroïde,Thyroïde,Incidence,22,0.0,,0,0.0
6315,Femme,2012,75+,C00-13,,Lèvre_bouche_pharynx,Mortalité,17,0.0,,0,0.0
4925,Femme,2010,25-49,C00-13,,Lèvre_bouche_pharynx,Mortalité,11,0.0,,0,0.0
3212,Femme,2014,75+,C00-13,,Lèvre_bouche_pharynx,Incidence,17,0.0,,0,0.0
4184,Homme,2015,00-24,C00-13,,Lèvre_bouche_pharynx,Mortalité,9,0.0,,0,0.0
4933,Homme,2020,25-49,C00-13,,Lèvre_bouche_pharynx,Mortalité,9,0.0,,0,0.0
6316,Femme,2014,75+,C00-13,,Lèvre_bouche_pharynx,Mortalité,16,0.0,,0,0.0
4188,Femme,2017,00-24,C00-13,,Lèvre_bouche_pharynx,Mortalité,8,0.0,,0,0.0
6314,Femme,2011,75+,C00-13,,Lèvre_bouche_pharynx,Mortalité,16,0.0,,0,0.0
4194,Homme,2021,00-24,C00-13,,Lèvre_bouche_pharynx,Mortalité,9,0.0,,0,0.0
1837,Femme,2012,25-49,C00-13,,Lèvre_bouche_pharynx,Incidence,17,0.0,,0,0.0
1839,Femme,2016,25-49,C00-13,,Lèvre_bouche_pharynx,Incidence,16,0.0,,0,0.0
4529,Femme,2013,00-24,C00-13,,Lèvre_bouche_pharynx,Mortalité,8,,,0,0.0
1838,Homme,2015,25-49,C00-13,,Lèvre_bouche_pharynx,Incidence,16,0.0,,0,0.0
4180,Femme,2011,00-24,C00-13,,Lèvre_bouche_pharynx,Mortalité,8,0.0,,0,0.0
4195,Femme,2021,00-24,C00-13,,Lèvre_bouche_pharynx,Mortalité,8,0.0,,0,0.0
986,Femme,2020,00-24,C00-13,,Lèvre_bouche_pharynx,Incidence,8,0.0,,0,0.0
4922,Homme,2009,25-49,C00-13,,Lèvre_bouche_pharynx,Mortalité,10,0.0,,0,0.0
4923,Femme,2009,25-49,C00-13,,Lèvre_bouche_pharynx,Mortalité,11,0.0,,0,0.0
987,Homme,2021,00-24,C00-13,,Lèvre_bouche_pharynx,Incidence,11,0.0,,0,0.0
4179,Homme,2011,00-24,C00-13,,Lèvre_bouche_pharynx,Mortalité,8,0.0,,0,0.0
6319,Femme,2019,75+,C00-13,,Lèvre_bouche_pharynx,Mortalité,16,0.0,,0,0.0
4185,Homme,2016,00-24,C00-13,,Lèvre_bouche_pharynx,Mortalité,10,0.0,,0,0.0
4926,Homme,2011,25-49,C00-13,,Lèvre_bouche_pharynx,Mortalité,11,0.0,,0,0.0
4935,Homme,2021,25-49,C00-13,,Lèvre_bouche_pharynx,Mortalité,11,0.0,,0,0.0
971,Femme,2012,00-24,C00-13,,Lèvre_bouche_pharynx,Incidence,9,0.0,,0,0.0
984,Femme,2019,00-24,C00-13,,Lèvre_bouche_pharynx,Incidence,11,0.0,,0,0.0
4082,Homme,2009,00-24,C18-20,,Colon-rectum,Mortalité,4,0.0,,0,0.0
4866,Femme,2013,25-49,C18-20,,Colon-rectum,Mortalité,6,0.0,,0,0.0
4093,Femme,2017,00-24,C18-20,,Colon-rectum,Mortalité,4,0.0,,0,0.0
4098,Homme,2020,00-24,C18-20,,Colon-rectum,Mortalité,4,0.0,,0,0.0
4100,Femme,2021,00-24,C18-20,,Colon-rectum,Mortalité,4,0.0,,0,0.0
4867,Homme,2016,25-49,C18-20,,Colon-rectum,Mortalité,13,0.0,,0,0.0
865,Homme,2013,00-24,C18-20,,Colon-rectum,Incidence,5,0.0,,0,0.0
879,Homme,2020,00-24,C18-20,,Colon-rectum,Incidence,6,0.0,,0,0.0
4088,Homme,2013,00-24,C18-20,,Colon-rectum,Mortalité,4,0.0,,0,0.0
4095,Femme,2018,00-24,C18-20,,Colon-rectum,Mortalité,4,0.0,,0,0.0
873,Homme,2017,00-24,C18-20,,Colon-rectum,Incidence,7,0.0,,0,0.0
876,Femme,2018,00-24,C18-20,,Colon-rectum,Incidence,5,0.0,,0,0.0
4869,Femme,2018,25-49,C18-20,,Colon-rectum,Mortalité,6,0.0,,0,0.0
863,Homme,2012,00-24,C18-20,,Colon-rectum,Incidence,7,0.0,,0,0.0
4097,Femme,2019,00-24,C18-20,,Colon-rectum,Mortalité,4,0.0,,0,0.0
4865,Homme,2011,25-49,C18-20,,Colon-rectum,Mortalité,9,0.0,,0,0.0
4084,Homme,2010,00-24,C18-20,,Colon-rectum,Mortalité,4,0.0,,0,0.0
867,Homme,2014,00-24,C18-20,,Colon-rectum,Incidence,6,0.0,,0,0.0
881,Femme,2021,00-24,C18-20,,Colon-rectum,Incidence,4,0.0,,0,0.0
5197,Homme,2013,25-49,C23-24,,Vésicule - Voies biliaires,Mortalité,22,0.0,,0,0.0
1316,Femme,2021,00-24,C23-24,,Vésicule - Voies biliaires,Incidence,22,0.0,,0,0.0
4461,Homme,2015,00-24,C23-24,,Vésicule - Voies biliaires,Mortalité,22,0.0,,0,0.0
6471,Femme,2020,75+,C23-24,,Vésicule - Voies biliaires,Mortalité,23,0.0,,0,0.0
4467,Femme,2018,00-24,C23-24,,Vésicule - Voies biliaires,Mortalité,22,0.0,,0,0.0
5190,Homme,2009,25-49,C23-24,,Vésicule - Voies biliaires,Mortalité,22,0.0,,0,0.0
4466,Homme,2018,00-24,C23-24,,Vésicule - Voies biliaires,Mortalité,22,0.0,,0,0.0
1982,Femme,2009,25-49,C23-24,,Vésicule - Voies biliaires,Incidence,23,0.0,,0,0.0
5841,Homme,2012,50-74,C23-24,,Vésicule - Voies biliaires,Mortalité,23,0.0,,0,0.0
5195,Femme,2011,25-49,C23-24,,Vésicule - Voies biliaires,Mortalité,22,0.0,,0,0.0
1293,Homme,2010,00-24,C23-24,,Vésicule - Voies biliaires,Incidence,22,0.0,,0,0.0
671,Homme,2008,Tous ages,C23-24,,Vésicule - Voies biliaires,Incidence,23,0.0,,0,0.0
4468,Homme,2019,00-24,C23-24,,Vésicule - Voies biliaires,Mortalité,22,0.0,,0,0.0
5208,Homme,2020,25-49,C23-24,,Vésicule - Voies biliaires,Mortalité,22,0.0,,0,0.0
1310,Femme,2018,00-24,C23-24,,Vésicule - Voies biliaires,Incidence,22,0.0,,0,0.0
5206,Homme,2019,25-49,C23-24,,Vésicule - Voies biliaires,Mortalité,23,0.0,,0,0.0
1306,Femme,2016,00-24,C23-24,,Vésicule - Voies biliaires,Incidence,22,0.0,,0,0.0
5842,Femme,2012,50-74,C23-24,,Vésicule - Voies biliaires,Mortalité,22,0.0,,0,0.0
1296,Femme,2011,00-24,C23-24,,Vésicule - Voies biliaires,Incidence,22,0.0,,0,0.0
1989,Homme,2014,25-49,C23-24,,Vésicule - Voies biliaires,Incidence,23,0.0,,0,0.0
1998,Femme,2020,25-49,C23-24,,Vésicule - Voies biliaires,Incidence,23,0.0,,0,0.0
